# Threads,# Cycles,# Instructions,IPC,Cache References,Cache misses,Cache Miss Rate,#Branches,Branch-Misses,Branch Miss Fraction,L1 Cache Load,L1 Cache Load Miss,L1 Cache Load Miss Rate,LL Cache Load,LL Cache Load Miss,LL Cache Load Miss Rate,SpeedUp
32,6149890312,3862433803,0.628049218,59176943,3340556,5.645029687,838437715,16350270,187046138.3,1776479835,26818635,1.509650404,54789204,3129942,5.712698436,1.215145104
32,10605927297,8266561228,0.779428427,114346488,3135936,2.742485628,1247372755,33131649,380455130.1,3634807667,61589167,1.694427124,110401825,3124761,2.830352669,1.318464821
32,1244289356,588791188,0.473194748,14594560,1514760,10.37893571,130143101,4440136,36691256.4,283478000,4243941,1.497097129,12784622,1511308,11.82129593,1.224481061
32,1.79425E+12,1.39849E+12,0.779426233,14525534581,12903465,0.088832978,1.8939E+11,4488972378,5190799719,5.9575E+11,9266047156,1.55535718,14565969127,12642040,0.086791616,12.66892851
1,5906717049,5070873955,0.858492783,64819207,3837944,5.920998077,707370613,12307974,122480361.6,1665688470,29919627,1.796231861,64117796,3923337,6.118951749,1
1,12767220326,13081265878,1.024597802,122111264,5818899,4.765243442,1563035812,16415545,121380833.2,3703203041,62751686,1.694524586,119340201,5309075,4.448689507,1
1,28281945222,34292082981,1.212507934,232703464,8640682,3.713172916,3844463232,24381443,99314105.29,9021470385,110631750,1.226316169,228844061,8976698,3.922626596,1
1,6.13104E+11,7.6748E+11,1.251794174,4090934496,125382624,3.064889553,83085527048,287022437,81091216.13,1.94614E+11,1802549569,0.926218979,4009549534,118796120,2.96282959,1
4,5906717049,5070873955,0.858492783,64819207,3837944,5.920998077,707370613,12307974,122468679.4,1665688470,29919627,1.796231861,64117796,3923337,6.118951749,0.99990462
4,12767220326,13081265878,1.024597802,122111264,5818899,4.765243442,1563035812,16415545,159275518.1,3703203041,62751686,1.694524586,119340201,5309075,4.448689507,1.312196612
4,28281945222,34292082981,1.212507934,232703464,8640682,3.713172916,3844463232,24381443,182257187.8,9021470385,110631750,1.226316169,228844061,8976698,3.922626596,1.835159138
4,6.13104E+11,7.6748E+11,1.251794174,4090934496,125382624,3.064889553,83085527048,287022437,227604469.4,1.94614E+11,1802549569,0.926218979,4009549534,118796120,2.96282959,2.806770947
8,5906717049,5070873955,0.858492783,64819207,3837944,5.920998077,707370613,12307974,180116429.8,1665688470,29919627,1.796231861,64117796,3923337,6.118951749,1.470573956
8,12767220326,13081265878,1.024597802,122111264,5818899,4.765243442,1563035812,16415545,194859697.4,3703203041,62751686,1.694524586,119340201,5309075,4.448689507,1.605358048
8,28281945222,34292082981,1.212507934,232703464,8640682,3.713172916,3844463232,24381443,178495635.2,9021470385,110631750,1.226316169,228844061,8976698,3.922626596,1.797283827
8,6.13104E+11,7.6748E+11,1.251794174,4090934496,125382624,3.064889553,83085527048,287022437,238415631.4,1.94614E+11,1802549569,0.926218979,4009549534,118796120,2.96282959,2.940091946
16,5906717049,5070873955,0.858492783,64819207,3837944,5.920998077,707370613,12307974,160389528.2,1665688470,29919627,1.796231861,64117796,3923337,6.118951749,1.309512204
16,12767220326,13081265878,1.024597802,122111264,5818899,4.765243442,1563035812,16415545,139854133.1,3703203041,62751686,1.694524586,119340201,5309075,4.448689507,1.152192891
16,28281945222,34292082981,1.212507934,232703464,8640682,3.713172916,3844463232,24381443,90420508.29,9021470385,110631750,1.226316169,228844061,8976698,3.922626596,0.91044981
16,6.13104E+11,7.6748E+11,1.251794174,4090934496,125382624,3.064889553,83085527048,287022437,373393974.9,1.94614E+11,1802549569,0.926218979,4009549534,118796120,2.96282959,4.604616786
32,5906717049,5070873955,0.858492783,64819207,3837944,5.920998077,707370613,12307974,112329564.3,1665688470,29919627,1.796231861,64117796,3923337,6.118951749,0.917123062
32,12767220326,13081265878,1.024597802,122111264,5818899,4.765243442,1563035812,16415545,138626183.2,3703203041,62751686,1.694524586,119340201,5309075,4.448689507,1.142076385
32,28281945222,34292082981,1.212507934,232703464,8640682,3.713172916,3844463232,24381443,187816530.6,9021470385,110631750,1.226316169,228844061,8976698,3.922626596,1.891136512
32,6.13104E+11,7.6748E+11,1.251794174,4090934496,125382624,3.064889553,83085527048,287022437,412844661.3,1.94614E+11,1802549569,0.926218979,4009549534,118796120,2.96282959,5.091114438
1,4509674594,1927335565,0.427377968,58348354,4454237,7.633869158,359758949,15843940,163872164.8,941409790,24423836,2.594389421,55440820,4477151,8.075549748,1
1,7288156213,5524364383,0.757992038,143954680,143954680,100,580660669,34194659,305511964.8,2537827569,76042388,2.996357551,143437183,6320139,4.406206862,1
1,15272771715,14396570161,0.942629827,354925495,14626864,4.121108291,1120606535,69395157,410525387.2,6322966681,213602347,3.378198206,342420444,14631329,4.272913389,1
1,4.5556E+11,4.30618E+11,0.945251053,11648383803,718203440,6.165691757,24986135231,1760319730,658444929.9,1.90319E+11,7864109843,4.132072233,11594125685,719804256,6.208353054,1
4,4509674594,1927335565,0.427377968,58348354,4454237,7.633869158,359758949,15843940,159375032.7,941409790,24423836,2.594389421,55440820,4477151,8.075549748,0.972557071
4,7288156213,5524364383,0.757992038,143954680,143954680,100,580660669,34194659,275578937.6,2537827569,76042388,2.996357551,143437183,6320139,4.406206862,0.902023388
4,15272771715,14396570161,0.942629827,354925495,14626864,4.121108291,1120606535,69395157,439816134.8,6322966681,213602347,3.378198206,342420444,14631329,4.272913389,1.071349418
4,4.5556E+11,4.30618E+11,0.945251053,11648383803,718203440,6.165691757,24986135231,1760319730,1158024381,1.90319E+11,7864109843,4.132072233,11594125685,719804256,6.208353054,1.758726247
8,4509674594,1927335565,0.427377968,58348354,4454237,7.633869158,359758949,15843940,118085525.8,941409790,24423836,2.594389421,55440820,4477151,8.075549748,0.720595386
8,7288156213,5524364383,0.757992038,143954680,143954680,100,580660669,34194659,366400553.6,2537827569,76042388,2.996357551,143437183,6320139,4.406206862,1.199300178
8,15272771715,14396570161,0.942629827,354925495,14626864,4.121108291,1120606535,69395157,446848652.5,6322966681,213602347,3.378198206,342420444,14631329,4.272913389,1.088479949
8,4.5556E+11,4.30618E+11,0.945251053,11648383803,718203440,6.165691757,24986135231,1760319730,1383456804,1.90319E+11,7864109843,4.132072233,11594125685,719804256,6.208353054,2.101097208
16,4509674594,1927335565,0.427377968,58348354,4454237,7.633869158,359758949,15843940,181083689.5,941409790,24423836,2.594389421,55440820,4477151,8.075549748,1.105030191
16,7288156213,5524364383,0.757992038,143954680,143954680,100,580660669,34194659,303594077.4,2537827569,76042388,2.996357551,143437183,6320139,4.406206862,0.993722382
16,15272771715,14396570161,0.942629827,354925495,14626864,4.121108291,1120606535,69395157,407703176.8,6322966681,213602347,3.378198206,342420444,14631329,4.272913389,0.993125369
16,4.5556E+11,4.30618E+11,0.945251053,11648383803,718203440,6.165691757,24986135231,1760319730,1613337449,1.90319E+11,7864109843,4.132072233,11594125685,719804256,6.208353054,2.450223816
32,4509674594,1927335565,0.427377968,58348354,4454237,7.633869158,359758949,15843940,111465186.6,941409790,24423836,2.594389421,55440820,4477151,8.075549748,0.680195973
32,7288156213,5524364383,0.757992038,143954680,143954680,100,580660669,34194659,270111942.3,2537827569,76042388,2.996357551,143437183,6320139,4.406206862,0.884128851
32,15272771715,14396570161,0.942629827,354925495,14626864,4.121108291,1120606535,69395157,488806580.4,6322966681,213602347,3.378198206,342420444,14631329,4.272913389,1.190685389
32,4.5556E+11,4.30618E+11,0.945251053,11648383803,718203440,6.165691757,24986135231,1760319730,1782561832,1.90319E+11,7864109843,4.132072233,11594125685,719804256,6.208353054,2.707229946
